iata1,lat1,long1
ARK,-3.36663482,36.68319327
RKE,55.66650112,12.58326966
VDA,29.93325057,34.94713521
GIF,28.06655842,-81.74977081
YMP,50.58317417,-127.0996753
TTG,-22.53323147,-63.83313597
SBF,33.61655844,68.53315507
CYX,68.74978991,161.3495798
DGC,8.23326966,43.58319327
PIH,42.91317799,-112.5941367
MWZ,-2.44469059,32.92792207
KVB,58.44980899,13.96661572
SNE,16.58686019,-24.28854085
MII,-22.1999427,-49.93321237
COQ,48.13321237,114.8997135
UNI,13.49994268,-60.999809
SEW,29.18325056,25.51655844
TOU,-20.79992359,165.2495798
FJR,25.10935828,56.33038578
NME,60.48317417,-163.982945
RUT,43.52933536,-72.94812832
JAA,34.43325057,70.46648204
LGQ,0.09998089,-76.88313597
RLA,38.12767378,-91.77782657
YBY,54.26653933,-110.7330596
KUG,-10.23328875,142.2996371
MWK,3.2999427,106.2664056
ZRJ,52.9498281,-91.31642474
CMA,-28.03132161,145.6157372
COT,28.43325055,-99.23307867
YTH,55.7998281,-97.86640564
VAI,-2.69467149,141.3016043
DDN,-16.91659663,141.2996562
KAI,5.88328876,-60.61925133
VLD,30.78380442,-83.27698624
TCA,-19.6379679,134.1805004
OEO,45.2998854,-92.6997708
NOP,10.29998089,123.9664056
FON,10.39996179,-84.48311687
PGD,26.91909853,-81.99115736
NAU,-14.16657753,-141.5829832
AGB,48.42513367,10.93160808
BUQ,-20.01629106,28.61848738
CKB,39.29541634,-80.22920167
SUD,35.74990449,-96.68307868
CBO,7.19994268,124.1663675
ACD,8.51659662,-77.29978991
FKI,0.51663483,25.19988539
GNY,37.4354278,38.88323146
PUK,-18.26659663,-136.9996753
VIL,23.71323528,-15.93495034
RBT,2.33330785,37.98323146
MPW,47.0998854,37.54990449
DVL,48.1129297,-98.90723833
PUF,43.37985101,-0.41860197
AWK,19.28325056,166.6329259
DYM,-26.74990449,139.1663102
SXX,-6.63328875,-51.98319327
KWX,-8.58328876,143.4163292
YGP,48.76650113,-64.48315507
YER,56.03319327,-87.83307867
ODB,37.8418258,-4.84887317
NLG,56.0012223,-161.1520817
CNR,-26.32906798,-70.60399158
EWB,41.67679525,-70.95899541
BEI,9.39161572,34.53323146
OFK,41.9840145,-97.43393811
JFR,62.00007638,-49.70013368
LYR,78.20867073,15.79996179
BJW,-8.76663482,120.9830214
OSW,51.07236438,58.59539724
GFF,-34.25070663,146.0654507
HDY,6.93328876,100.4164056
BQK,31.16653932,-81.48311686
YBC,49.19982811,-68.26650112
RZR,36.91071428,50.68040488
MVM,36.70267379,-110.2330405
JUZ,28.96655842,118.8330023
EZS,38.60821236,39.29152023
YHP,52.08317416,-94.29975171
OBX,-7.58330785,141.3163293
NDB,20.93410999,-17.02826584
MMD,25.84131015,131.246906
ORT,62.9617838,-141.9235485
MCW,43.15679908,-93.32922076
KDI,-4.08328876,122.4330023
MFD,40.81988158,-82.51254774
MEZ,-22.36655844,29.83321236
HAY,65.21648203,-161.1662338
NBS,42.08319327,127.5996944
PSV,60.31650114,-1.69996179
BAG,16.37658516,120.6174752
AIA,42.05156607,-102.8063789
MAC,32.83321237,-83.63313597
NTR,25.66655843,-100.3164247
CIY,36.99155844,14.60689457
RUE,0.21663482,29.44990449
WPB,-15.54992359,47.66653933
FYU,66.58092054,-145.2079641
AEB,23.71993887,106.9600267
DRB,-17.37324291,123.6521963
CEI,19.88628723,99.83027118
HJR,24.82408326,79.92255537
RMT,-22.63962947,-152.8082315
JAP,9.96663483,-84.83307867
ALU,11.96659663,50.79986631
AMQ,-2.29996179,128.0829832
IXL,34.16653933,77.58311688
RDB,67.749809,-163.666272
AEK,-7.36661572,146.282945
YQC,61.33315507,-69.63311687
LUP,21.21101985,-156.974026
FOG,41.43323147,15.53468295
SHM,33.66130633,135.3576967
MMJ,36.23319327,137.9663101
MNT,64.89482428,-149.1704736
PHS,16.78825438,100.2791826
TMX,29.23321237,0.28332696
YPO,54.98319326,-85.43307868
PTJ,-38.38407179,141.6246371
MFN,-44.66928952,167.9106761
CFK,36.21210847,1.33160808
KSG,-6.34996179,146.7162719
LUS,-4.89998089,25.9999045
TMB,25.64988539,-80.43311687
KSF,51.40817416,9.3774637
TKJ,63.2998281,-142.999618
YYH,69.53313596,-93.51640564
XIQ,68.99982811,-50.99982811
TDK,45.1498854,78.43309777
KWG,48.0498472,33.21657752
SKD,39.6998663,66.99980899
ISS,43.9998472,-69.66646293
TBG,-5.38326966,141.3163293
SIB,-3.73326966,13.39996179
KGC,-34.9999045,137.1662911
KIH,26.48325056,53.94986631
ENY,35.99988539,109.3330405
CSC,10.76659662,-85.48309778
CHP,65.46646294,-144.5829832
CZJ,9.01661572,-77.98309777
AFW,32.9865355,-97.31642473
CKD,61.87064553,-158.1004584
TOR,42.06652023,-104.1830787
SVJ,68.24146294,14.67215431
VAO,-7.56663481,158.6662529
IGM,35.25653169,-113.939725
BUT,27.56184109,90.74667684
YGH,66.26648203,-128.6496944
NYU,21.1812834,94.93447287
BSP,-8.33330786,141.0829641
EGM,-8.54994268,157.849618
GID,-3.41665392,29.91657753
CCK,-12.16661572,96.91638654
TYD,55.28319327,124.7330214
UON,20.69994268,101.9830405
ITA,-3.13326966,-58.41652023
NGI,-17.99994268,179.3329068
MZH,40.88319327,35.53321237
YNC,52.9998472,-78.81646294
EDA,55.94982811,-133.6663293
YQA,44.96653933,-79.29980901
*MN,-1.08334605,35.18325055
TOW,-24.69854849,-53.69593199
SYB,58.16648203,-152.4996371
YVM,67.58313597,-63.83313597
KUA,3.7721734,103.2100267
ZYL,24.95878533,91.87419785
RDV,61.78705117,-157.3465623
RSA,-36.56653932,-64.26646293
DHM,32.2999045,76.26646294
CPE,19.83495033,-90.50918639
DLY,-18.69992359,169.1495798
OGZ,43.19988539,44.5998472
VNX,-22.01659662,35.28323146
TUK,25.98323146,63.06646294
GLS,29.26741786,-94.86004582
YRA,64.11646294,-117.3496753
PEL,-30.5499236,27.91655843
KDU,35.29990449,75.73315507
MIQ,41.30179525,-95.89417493
MAI,-14.49992359,35.2498854
BQU,12.986631,-61.26399923
NAJ,39.19016424,45.45876621
BHH,19.98603894,42.6248663
BYG,44.34986629,-106.6997326
KGK,59.79980899,-157.232945
PCG,17.25991214,-90.24700152
RVR,38.96653933,-110.2497135
YYL,56.86650113,-101.0664248
SJB,-13.08328876,-64.7998281
CJL,35.88598166,71.79425132
RUS,-8.4999236,161.2495989
MYC,10.4999427,-68.16646294
IXD,25.43961038,81.73590526
KIM,-28.80572956,24.76632925
VGO,42.22626049,-8.62775019
VIN,49.23317417,28.48321236
XTL,58.71652023,-98.48307868
YDN,51.09986629,-100.0497135
INI,43.33378532,21.85158517
YFG,54.5498663,-71.18313597
YGL,53.62958363,-77.70618792
MOZ,-17.48325056,-149.7662911
SUG,9.75882351,125.4788388
PAZ,20.51659663,-97.46694039
PHC,5.01663483,6.9499618
MNF,-17.63325055,177.1161956
ALW,46.094576,-118.2908136
SNW,18.46661572,94.34977081
PCE,57.16398013,-157.4326776
XMS,-2.31663483,-78.13309777
MFJ,-18.56659663,179.9329068
GTA,-8.76663482,158.1829068
BWW,22.62129487,-79.14700152
LBR,-7.24996179,-64.8498472
PYY,19.37160045,98.43638272
ABF,1.6707983,173.3037433
MRQ,13.3630061,121.8233193
INF,19.61659663,5.86661572
ULD,-28.28325056,31.43325056
MDK,0.02331932,18.29215049
LSC,-29.91325438,-71.19757447
LPD,-1.29998089,-69.71648203
KIR,52.18069136,-9.52385407
TDL,-37.33321237,-59.08315507
SXC,33.49990449,-118.4163483
GPD,-19.99938884,139.9173988
WMP,-16.07492359,47.597097
PYM,41.96653932,-70.68311686
MNK,0.99998089,172.9995607
EUA,-21.37574484,-174.958728
MHP,53.8498281,27.54992359
TLE,-23.38962948,43.72402597
EED,34.84990449,-114.6163865
GCA,2.31663483,-75.49978991
YIK,62.41650112,-76.08311686
ATK,70.4998281,-157.3329259
SHN,47.23372803,-123.1385982
EZV,63.91650114,65.01646294
EPH,47.30402979,-119.5121849
TBP,-3.56665392,-80.41644383
AUZ,41.7498472,-88.31642473
GBH,68.46646294,-149.4829641
LVA,48.06652023,-0.76661573
LLK,38.75878531,48.80626432
HUH,-16.71657753,-151.0495989
THM,39.18323147,-91.98311688
GAE,33.88321236,10.03326966
CPO,-27.26126812,-70.77897248
YOL,9.26608096,12.43218105
BGM,42.20127959,-75.96898394
AFT,-9.1999618,160.849618
VDZ,61.13233384,-146.2385409
SIH,29.26655843,80.9747899
IRJ,-29.38321236,-66.78317417
MMM,-22.8024064,148.7043736
PRH,18.1499427,100.1330787
FAJ,18.33878914,-65.50204354
DIJ,47.27068372,5.08882734
HSG,33.14627577,130.3041062
CIC,39.79572192,-121.8563789
OSK,57.26648203,16.43325057
CUB,33.93684109,-81.11504964
RDZ,44.36653933,2.51665392
ATZ,27.03323147,30.9999236
SAF,35.61737967,-106.0880443
MYS,3.4775019,39.0999236
TTQ,10.56663482,-83.51642475
RLO,-32.38435828,-65.55229182
CUK,17.76657753,-87.99975171
BPM,17.45299846,78.3839381
NBL,9.29994269,-78.999809
LID,52.14986631,4.5
RCM,-20.7038388,143.1163293
MYT,25.35406797,97.2986058
YSH,44.91652023,-75.99980899
SDE,-27.76518333,-64.32203971
SFP,-27.99992359,152.9995989
CLQ,19.2999236,-103.6497135
BBS,51.33317416,-0.84998089
YLK,44.48514132,-79.55534757
ZIG,12.55605422,-16.27574482
WTR,33.8498663,-109.9663865
SLT,38.53321236,-105.9997517
GYA,-10.8299656,-65.36149731
CPS,38.57074101,-90.15584414
FIE,59.49980901,-1.66661573
CQM,38.86014132,-3.99247516
YQW,52.76653932,-108.2496944
DEP,27.3499045,93.9997517
UTP,12.68325055,101.0164056
LVD,61.34982811,-155.4662911
AOR,6.19108097,100.4036287
BSS,-7.51661573,-46.0498854
BHO,23.28466384,77.33840716
BOE,-1.03332695,15.38325055
GRM,46.66650112,-85.98311686
NAC,-36.94990449,140.8329832
ZBL,-24.39992359,150.5162911
VCD,-16.39990449,130.9996753
AIU,-20.03325057,-158.0995989
TAV,-14.24994269,-169.4495798
KIO,5.64998088,169.1995989
DBY,-27.1498854,151.266291
MBL,44.27377768,-86.25309395
PIM,32.86655843,-84.83307867
MCP,0.04996179,-51.06652023
MYD,-3.22608861,40.10042016
RKS,41.59623758,-109.0655271
SBL,-13.71657753,-65.4497899
NIA,7.49106187,-8.59159663
NEF,56.0998281,54.3498472
YHK,68.63313596,-95.94975171
ZKG,50.18875093,-61.29150112
SLI,-12.1721734,26.36659663
BTM,45.95099311,-112.4935829
FBA,-2.53355614,-66.06703589
CNY,38.75930098,-109.7457983
YVT,55.86652024,-108.4663866
FDE,61.45897631,5.84747897
OBU,66.9103705,-156.8829259
SJE,2.58328875,-72.66646294
BYO,-21.22935445,-56.45597783
CAJ,6.24998089,-62.83315506
SLB,42.63323146,-95.19975171
BRM,10.04524444,-69.35592054
DWA,-12.9999236,34.13325056
THU,76.53311686,-68.6998281
VIA,-27.00825057,-51.13596256
MWQ,20.16657752,94.94083269
AIR,-10.24996179,-59.38315507
SCH,42.8498663,-73.93315507
APE,-11.93325057,-69.08313596
YRN,51.46650113,-127.5830214
KEB,59.35261649,-151.9218105
BPL,44.89486248,82.20034377
HVR,48.54430863,-109.7608098
DBU,7.85993122,80.65147057
KAJ,64.27757829,27.68880825
IQT,-3.7499427,-73.1998281
BOQ,-6.53330786,155.3495798
DOU,-22.20269288,-54.92538196
OIA,-6.77578303,-51.05987393
SWG,-6.16661573,147.2995989
PAL,52.14986631,-74.64980899
GZI,32.9998854,68.41650114
TRH,35.81264323,-117.3255539
YLC,62.8498281,-69.88315507
KOS,10.63326965,103.4997135
MHU,-36.96657753,147.182945
NYE,-0.41665392,36.94990449
IAR,57.61650114,39.88321236
YFO,54.68319327,-101.6830405
MNJ,-21.19990449,48.36652023
TEZ,26.71071427,92.79585559
RTC,16.9999045,73.31648203
EAE,-17.16657753,168.4162529
RTN,36.74129104,-104.5008403
NIB,63.01650114,-154.382945
YSK,56.5498281,-79.21644384
YVE,50.2498281,-119.3330214
CZH,18.38325056,-88.41640564
CJM,10.70964475,99.36365545
YCL,47.98321236,-66.33317417
SAM,-9.6499618,150.8079259
HKA,35.93319327,-89.91640564
OIT,33.48323146,131.7330023
LDV,48.4998472,-4.09996179
OKL,-5.0999427,140.6663101
BVB,2.83326966,-60.66652023
SLG,36.18323146,-94.53305957
RAL,33.95156607,-117.4419213
UKS,44.69152023,33.57656607
LBJ,-8.51659662,119.8830023
MEE,-21.56659662,167.9995989
BHF,6.71659662,-77.51648203
SML,23.58323146,-75.26785714
YED,53.49986631,-113.4996944
TGP,61.58983957,89.97920166
GDT,21.46661573,-71.13311686
LBE,40.2762605,-79.4025401
KYS,14.43185636,-11.4393621
DIO,65.7497899,-168.9495607
GEY,44.49986631,-108.0497326
YLS,49.03321237,-77.01646294
SSX,41.2999045,36.31655844
DES,-5.68326965,53.68315507
SYJ,29.5563025,55.65985484
CSN,39.19153933,-119.7344347
WBI,40.01653933,-105.2830405
DOA,-14.36659662,49.4998281
SYM,22.83323146,100.9997326
CNH,43.38323146,-72.33311687
KKQ,65.6998281,82.44975171
MGQ,2.01331168,45.31317798
LEG,17.16657753,-13.94994268
SQW,56.56650112,9.03328876
RDN,5.76525972,103.0066845
MPS,33.16655844,-94.98305957
ZKL,-2.10275019,133.5163292
DOS,-5.53326966,154.832945
VIR,-29.76657753,31.06655843
BLY,54.22265087,-10.03080594
KLD,56.82456072,35.75763941
YAX,53.25177616,-89.56478226
DNZ,37.78710847,29.70320855
LGD,45.28957219,-118.0046791
DGA,17.18325055,-88.56640564
ATJ,-19.84990449,47.01652023
CZE,11.41575629,-69.68176088
CEF,42.1498854,-72.61644384
MMZ,35.91657752,64.73313597
JUA,-11.33325055,-57.46650112
SDK,5.89996179,118.0593965
DDG,39.99986631,124.9996753
HOV,62.18313597,6.14994269
YCN,49.06650114,-81.01644384
KKE,-35.21653932,173.9495798
ATT,60.86676852,-162.2671123
YUT,66.53313597,-86.24977081
DSK,31.91653933,70.899809
YHN,49.21650113,-84.78311688
VEE,67.02284185,-146.4107143
SGY,59.4603896,-135.3151833
CED,-32.13156988,133.7055195
BXH,46.88319326,75.01644383
MBG,45.53319326,-100.4330787
LGO,53.76652023,7.53328875
ISG,24.33684108,124.1685447
WHK,-37.922097,176.9134263
LEV,-17.68326966,178.8328877
MSU,-29.30127958,27.50546217
CTD,7.96661573,-80.43311687
YKQ,51.48735674,-78.7497708
GWD,25.23048127,62.33869364
DAH,13.86657752,46.13319327
UTT,-31.58325055,28.78321237
HGD,-20.81883115,144.2240833
SFF,47.66653933,-117.3996944
KCS,-24.38325055,131.6829832
CYS,41.15569136,-104.8163675
MPH,11.92580213,121.9518908
FRH,38.5498854,-86.61646294
ZTA,-20.81659663,-138.4996753
ANZ,-25.08323146,132.1663292
DMU,25.88382352,93.77337661
VLR,-28.59155843,-70.76149731
HNH,58.09789915,-135.4029603
ULV,54.2682009,48.22654698
BBE,-17.33325057,117.5830405
NIC,35.14990449,33.26653933
ROT,-38.11100076,176.3162338
BSD,25.1499236,99.1497135
BLG,2.69994268,113.7830214
MLZ,-32.33325056,-54.19984719
CFC,-26.79046981,-50.94121465
YSG,62.41844919,-110.0752483
AAA,-17.0499236,-145.416291
LEC,-12.47996561,-41.28099694
EDE,36.06657753,-76.6497708
BNK,-28.83323147,153.5496371
DJU,64.64398395,-14.28271579
ILR,8.4999236,4.53328876
RGI,-14.96659663,-147.666291
ARY,-37.31653933,142.999618
TSZ,47.73317416,101.7664056
CUQ,-13.76384643,143.1129488
HQM,46.97097019,-123.9352368
NYI,7.33326966,-2.33330785
PKY,-2.21665392,113.9330214
ELA,29.58323146,-96.33305957
HLS,-41.26655844,148.249618
INZ,27.24992359,2.51665392
DEZ,35.33325057,40.1498663
YYE,58.83317416,-122.5830023
KCO,40.74986629,29.83321236
LME,47.94820473,0.20162336
HGR,39.7076585,-77.72979373
YXP,66.13315507,-65.73317416
HUQ,29.49992359,15.4999618
TIH,-14.9999427,-147.7495989
SNK,32.71655844,-100.8997517
UBP,15.24883498,104.8733193
KMW,57.74982811,40.93321237
MJD,27.33626813,68.14148203
ALO,42.55599693,-92.39948433
MSM,-4.76665392,17.91657752
IXA,23.88993505,91.24199769
IRA,-10.4999427,161.8329259
LET,-4.19633307,-69.9392475
NWA,-12.28326966,43.76653932
GMZ,28.02960273,-17.21464857
BOK,42.04984719,-124.2830214
PEU,15.21657752,-83.76646294
IHR,27.23686018,60.72398776
VDE,27.81462947,-17.88689838
KNG,-3.64996179,133.7496371
PIS,46.58600075,0.3063598
GIS,-38.65960656,177.9717914
CDW,40.83323146,-74.26644384
XBJ,32.88323147,59.21648204
DPO,-41.17070282,146.4246371
SVL,61.9498281,28.9498854
SBQ,29.5498854,67.88313597
MQL,-34.2273873,142.0846638
LTP,-30.28321236,138.3496753
DMB,42.8998854,71.36648204
HBR,35.01657752,-99.09975171
CGI,37.22349121,-89.57142856
YQZ,53.02648967,-122.5094347
GRV,43.33321236,45.7498854
OMO,43.2854278,17.84661955
SZT,16.69050801,-92.54392664
MVL,44.56655843,-72.59982811
WDB,55.58319327,-131.7496753
ANA,33.81657753,-117.9330023
YAT,52.94152024,-82.3997899
CDR,42.83485484,-103.0974981
VRE,-31.66655842,18.49990449
LCX,25.67543925,116.7452636
TIX,28.51214666,-80.79923604
GFN,-29.75574864,153.0335179
YPS,45.61655842,-61.34982811
TYR,32.35462183,-95.39862489
LDA,25.03326965,88.1497517
YHS,49.46653933,-123.7496562
PKP,-14.74996179,-138.9662911
CXY,25.41657753,-77.81648203
BCI,-23.55910999,145.3015852
AQB,15.01214666,-91.15032466
HIG,-16.41657753,143.149618
KUD,6.92498089,116.8338426
HGA,9.51577538,44.09152023
TBZ,38.1315699,46.2432009
GLQ,62.11650114,-145.549618
NYK,0.01661572,37.06655842
CCM,-28.6999045,-49.36650112
PBD,21.64715431,69.65677998
KJN,13.16665393,32.71661573
JSR,23.18101603,89.16365545
UBB,-9.94996179,142.1829832
HUD,42.73321237,-94.21644384
LPN,-6.58326965,146.449618
MRA,32.39988539,15.06657753
YST,53.8498281,-94.6497708
COA,38.02878151,-120.4124713
NGU,35.83321236,-76.28313596
TTC,-25.51770433,-70.42202062
KRA,-35.66653932,143.9162911
PPG,-14.32631779,-170.6959893
AYR,-19.59660045,147.3240642
ILF,56.06648204,-95.61640564
TIZ,-5.86048509,142.9402024
WTO,10.16659663,166.0329259
PDZ,9.96663483,-62.23315507
SCY,-0.83330785,-89.43311687
GAT,44.54988539,6.08330786
MMG,-28.08323146,117.8496944
FXE,26.06659662,-80.1497899
AMC,11.03325057,20.28323147
ILA,-3.64996179,133.7329641
ZWL,58.0998472,-103.1830405
ADS,32.78325056,-97.29975171
HIS,-20.06659663,148.8662911
YES,30.70043926,51.54511077
YMH,52.2998663,-55.83317416
DMO,38.70406798,-93.18030939
BRV,53.74984719,8.91663481
BBK,-17.81659663,25.1499236
FRS,16.91659663,-89.88311687
AJI,39.64990449,43.0248472
BSC,6.18328875,-77.3997708
TSJ,34.28325055,129.3163293
ZBF,47.62901068,-65.7392475
AMZ,-37.03321236,174.9662338
MHL,39.11653933,-93.19973261
LMM,25.81655842,-108.9830214
VGZ,1.06661572,-76.71646294
GRN,42.7998472,-102.1997326
KJI,48.22150496,86.9958747
OTR,8.56661572,-82.93309777
PYJ,66.41648204,112.0497135
EWI,-3.96663481,136.3329832
OGN,24.46100074,122.9760504
IKI,33.74547363,129.787987
GIL,35.91904123,74.33565697
OKD,43.11543162,141.3846257
BLJ,35.56655843,6.18328875
SVC,32.63181816,-108.1536096
LTU,18.4116119,76.4642475
JRK,61.16648203,-48.41653933
RAE,30.8998854,41.13323146
HAC,33.11321617,139.7902024
COH,26.33325057,89.46640564
SOG,61.15760121,7.13691748
KQT,37.86657753,68.8498281
UII,16.09159663,-86.88724216
ANN,55.0367647,-131.5702254
EAT,47.39959891,-120.2074675
NRD,53.83315506,7.16659662
ACZ,31.08575248,61.53483574
PHY,16.68185636,101.1980901
CIK,66.64789915,-143.7288197
GSS,-25.11657752,30.79990449
DVD,-22.07828169,43.2590655
SZR,42.37654698,25.65521389
HIW,34.36352175,132.4160237
BAU,-22.33326965,-49.04988539
SJF,18.33328875,-64.74980899
UCA,43.14127195,-75.38009931
HSK,42.08072956,-0.32331931
CCW,-33.63323146,136.8330023
MNB,-5.92689074,12.35271198
DCN,-17.58134071,123.8280367
GGC,-12.64996179,22.56657753
GLN,29.01657753,-10.06661572
GLD,39.37012986,-101.6991978
GBB,40.79295262,47.72566843
BOW,27.89988539,-81.83313597
YWS,50.14984719,-122.9663674
SSY,-6.27387318,14.24409854
SRM,-24.04990449,139.0663293
KEV,61.85620702,24.78907562
MNS,-11.12492359,28.86657753
VUS,60.76650114,46.31653933
EGA,-6.91661572,146.0996562
SGK,-5.08326966,144.766272
SSZ,-23.93325055,-46.36650114
ORH,42.26906034,-71.87423605
BFD,41.80210083,-78.63924751
PIU,-5.20164246,-80.61313978
BRD,46.39709701,-94.13726126
THN,58.26652023,12.2999427
CEQ,43.53873184,7.04438501
DIU,20.71661572,70.91648204
TAX,-1.76665392,124.7996562
QSR,40.61986248,14.91245224
VKG,10.08328876,105.0830787
KZD,12.53325056,104.1997517
TIU,-44.30265469,171.2245989
PZB,-29.64602748,30.39935063
BUL,-7.18968677,146.6474026
BXF,-17.54547363,128.3074675
PDA,3.88326965,-67.88313597
AUO,32.63325057,-85.4997708
ILQ,-17.66659663,-71.33313596
SAR,38.13323146,-89.6997708
KUM,30.33323146,130.6329832
SLR,33.13321236,-95.5997326
GGW,48.21262412,-106.6152788
RAC,42.68319327,-87.84975171
RUK,28.62490449,82.46642473
CRZ,39.08319327,63.61650113
VIS,36.31930862,-119.3935829
LNN,41.63319327,-81.41642474
YTX,57.8998281,-131.1496753
TIW,47.27039724,-122.5727464
BKA,55.43319326,37.96655842
KLH,16.66661572,74.33313597
PGG,-6.95414437,-55.46092435
AVW,32.41655843,-111.2164056
BFO,-21.00911,31.57906798
PRV,49.42568754,17.40464094
FTU,-25.0379679,46.95544308
UNG,-6.11659663,141.2912911
PLW,-0.91661572,119.8996753
YYW,50.28317416,-89.03307868
MAU,-16.43325057,-152.2495989
BVO,36.76237585,-96.01059969
LYU,47.82375858,-91.82893429
KGA,-5.89996179,22.41657752
VJB,-25.03326965,33.61655844
PNX,33.63878914,-96.61082886
CLC,29.55681817,-95.13724215
PDB,59.78319327,-154.1162911
YTA,45.86155461,-77.24925514
YMK,68.46646294,73.58313596
LAK,68.22203972,-134.9855042
CCR,37.98878914,-122.0552521
IXY,23.11100074,70.10397248
SDA,33.27742549,44.51075247
MIM,-36.90819327,149.9196142
CDJ,-8.23326966,-49.28319327
FOD,42.5523873,-94.18945759
CPA,4.37664247,-7.69549273
GHE,8.03330785,-78.24980899
ROD,-33.81657753,19.89992359
SKX,54.16650113,45.16655842
NBV,-17.38326965,-45.86653933
RAJ,22.30576776,70.78063406
AEG,1.39967532,99.41642474
IGN,8.13105423,124.2138655
BMU,-8.4999236,118.9163674
YCJ,51.93317417,-131.0163483
LAQ,32.81653933,21.7499427
LOU,38.26655843,-85.74975171
ALH,-34.94490067,117.8055195
KSL,15.39024062,36.34211228
INS,36.58321236,-115.6663866
QUO,5.01663483,7.88330786
BHN,14.78325056,45.73321236
CRG,30.4999045,-81.66646294
POJ,-18.67161954,-46.49071809
LIF,-20.76657753,167.2495989
ADI,-22.3999045,14.9999427
KOM,-6.13326965,143.6329641
SCJ,55.41652024,-132.3330023
GUI,10.56663482,-62.29984719
KTF,-40.8498472,172.7995416
KID,55.91928952,14.08882734
VAB,1.11663482,-70.74980901
TAY,58.30731473,26.69048892
STK,40.61596638,-103.2669786
YZL,59.44125285,-126.1593965
CYP,12.07580212,124.5427425
FLG,35.13764323,-111.6713904
JNX,37.08208555,25.36850647
FUT,-14.24994269,-178.1495798
WBQ,66.36205117,-147.407945
ARC,68.13729945,-145.5240642
YHO,55.44814743,-60.22929717
CNT,-27.21657753,-61.23317416
KSY,40.55156607,43.08569517
PEZ,53.21653932,44.99988539
XPK,55.76648203,-101.2330405
JBQ,18.5721543,-69.9853705
FAL,26.58323147,-99.13309777
WAT,52.18705117,-7.08689838
PCT,40.3498854,-74.64980899
FXO,-14.80519479,36.52683345
SKS,55.22177233,9.26464858
VDC,-14.88328876,-40.86652023
DRF,60.58315506,-152.149618
CSY,56.13317416,47.26650114
AUK,62.68899922,-164.6104469
EOZ,7.16659662,-69.53313596
BJQ,19.87494269,56.06178379
HAP,-20.49992359,148.7496371
LCR,-0.73332696,-73.01648203
JIU,29.69988539,115.9663865
MDI,7.74998089,8.53326966
MXV,49.63321236,100.1664248
ULM,44.32127578,-94.50028647
LAI,48.75401068,-3.48191366
MJB,10.28330785,170.8828877
SHD,38.26375093,-78.89644765
TNT,25.78326966,-80.18313597
JSH,35.21602368,26.10131779
GAZ,-9.1999618,152.9329641
CBP,40.1998854,-8.41661573
IXT,28.01659663,95.33307868
YSR,73.74980899,-84.49978991
BOZ,6.41659663,16.58325056
JEF,38.59211228,-92.15614972
KVK,67.58313597,33.58321236
NZE,7.80830785,-8.70275017
GSL,62.59732619,-111.5441367
NYT,19.62244078,96.20110771
JGD,50.37043543,124.1163483
DEE,44.03044308,145.8551757
LOG,46.11652023,-122.8830023
KHA,36.73321236,45.1498854
NAO,30.79990449,106.0663865
MEK,33.88321236,-5.53326966
LUO,-11.49992359,20.16657752
NOB,9.79996179,-85.53311686
SGA,38.03319327,71.71644384
OBL,51.26459128,4.75330404
OOM,-36.30819326,148.9729755
KVX,58.4998281,49.3498281
MCN,32.69547363,-83.64757447
MKW,-0.89300991,134.0524446
XSI,56.7998663,-98.91640564
SWQ,-8.4999236,117.4163675
WUN,-26.63325055,120.2163483
BQL,-22.8999236,139.8996371
YOG,51.66652023,-85.91642474
PKN,-2.69994268,111.6663483
YYI,50.03319326,-100.2330596
OLF,48.0945951,-105.5661383
YOP,58.4998281,-119.3997135
COP,42.69986631,-74.93313596
LPK,52.61653933,39.59988539
CEC,41.77987012,-124.2355233
CEU,34.68323147,-82.83311686
HOY,58.83317416,-3.2999427
MCQ,48.13877005,20.79436591
LPM,-16.46659663,167.8162529
GAO,20.08464476,-75.15842245
YZR,42.99711611,-82.31086706
AOE,38.9998854,30.4999045
LGM,-4.33326965,145.416291
JUM,29.2734912,82.19174941
LKH,3.2999427,114.7830596
IWD,46.52543925,-90.13143619
PLP,8.33330786,-78.13309777
AUN,38.89990449,-121.0663293
MPV,44.20318944,-72.56648203
JCI,38.83321236,-94.8997517
GNS,1.24996179,97.49977081
YRF,53.71650113,-56.9998281
KEI,-6.56659663,139.3329832
PUT,14.13328876,77.78313597
VCR,10.18326965,-70.08311687
ISO,35.32654697,-77.61646294
ZSS,4.92438884,-6.13550419
JBR,35.82988921,-90.64807104
DGT,9.28326965,123.2996562
MBX,46.54984719,15.64996179
SCR,41.41655843,-75.66646294
DBO,-32.21906034,148.5771199
SVT,-18.63328876,24.08325057
YDG,44.61652024,-65.76646294
MJU,-2.49998088,118.8330023
KTG,-1.83328876,109.9830596
GKN,62.15511839,-145.4518716
COE,47.68321237,-116.7663484
LOL,40.05819327,-118.5663484
KVL,67.7314744,-164.5467914
MXZ,24.34990449,116.1330596
ODO,57.86625285,114.2419022
KGN,-6.58326965,16.81661572
CDK,29.13323146,-83.03313596
PPL,27.51657753,86.5997899
BNI,6.32383498,5.60162336
FRR,38.91652023,-78.19978991
FRK,-4.58330785,55.96650113
YWJ,65.16646293,-123.4996753
PLB,44.68825438,-73.52091289
MXB,-2.33330785,120.3330023
MYQ,12.2999427,76.6497708
